Date,index,Cbd_Regional,total,left,left_avg,year,day,hour
2019-01-17,379,regional,,,,,,
2019-01-18,380,regional,,,,,,
2019-01-19,381,regional,,,,,,
2019-01-20,382,regional,,,,,,
2019-01-21,383,regional,,,,,,
2019-01-22,384,regional,,,,,,
2019-01-23,385,regional,,,,,,
2019-01-24,386,regional,,,,,,
2019-01-25,387,regional,,,,,,
2019-01-26,388,regional,,,,,,
2019-01-27,389,regional,,,,,,
2019-01-28,390,regional,,,,,,
2019-01-29,391,regional,,,,,,
2019-01-30,392,regional,,,,,,
2019-01-31,393,regional,,,,,,
2019-02-01,394,regional,,,,,,
2019-02-02,395,regional,,,,,,
2019-02-03,396,regional,,,,,,
2019-02-04,397,regional,,,,,,
2019-02-05,398,regional,,,,,,
2019-02-06,399,regional,,,,,,
2019-02-07,400,regional,,,,,,
2019-02-08,401,regional,,,,,,
2019-02-09,402,regional,,,,,,
2019-02-10,403,regional,,,,,,
2019-02-11,404,regional,,,,,,
2019-02-12,405,regional,,,,,,
2019-02-13,406,regional,,,,,,
2019-02-14,407,regional,,,,,,
2019-02-15,408,regional,,,,,,
2019-02-16,409,regional,,,,,,
2019-02-17,410,regional,,,,,,
2019-02-18,411,regional,,,,,,
2019-02-19,412,regional,,,,,,
2019-02-20,413,regional,,,,,,
2019-02-21,414,regional,,,,,,
2019-02-22,415,regional,,,,,,
2019-02-23,416,regional,,,,,,
2019-02-24,417,regional,,,,,,
2019-02-25,418,regional,,,,,,
2019-02-26,419,regional,,,,,,
2019-02-27,420,regional,,,,,,
2019-02-28,421,regional,,,,,,
2019-03-01,422,regional,,,,,,
2019-03-02,423,regional,,,,,,
2019-03-03,424,regional,,,,,,
2019-03-04,425,regional,,,,,,
2019-03-05,426,regional,,,,,,
2019-03-06,427,regional,,,,,,
2019-03-07,428,regional,,,,,,
2019-03-08,429,regional,,,,,,
2019-03-09,430,regional,,,,,,
2019-03-10,431,regional,,,,,,
2019-03-11,432,regional,,,,,,
2019-03-12,433,regional,,,,,,
2019-03-13,434,regional,,,,,,
2019-03-14,435,regional,,,,,,
2019-03-15,436,regional,,,,,,
2019-03-16,437,regional,,,,,,
2019-03-17,438,regional,,,,,,
2019-03-18,439,regional,,,,,,
2019-03-19,440,regional,,,,,,
2019-03-20,441,regional,,,,,,
2019-03-21,442,regional,,,,,,
2019-03-22,443,regional,,,,,,
2019-03-23,444,regional,,,,,,
2019-03-24,445,regional,,,,,,
2019-03-25,446,regional,,,,,,
2019-03-26,447,regional,,,,,,
2019-03-27,448,regional,,,,,,
2019-03-28,449,regional,,,,,,
2019-03-29,450,regional,,,,,,
2019-03-30,451,regional,,,,,,
2019-03-31,452,regional,,,,,,
2019-04-01,453,regional,,,,,,
2019-04-02,454,regional,,,,,,
2019-04-03,455,regional,,,,,,
2019-04-04,456,regional,,,,,,
2019-04-05,457,regional,,,,,,
2019-04-06,458,regional,,,,,,
2019-04-07,459,regional,,,,,,
2019-04-08,460,regional,,,,,,
2019-04-09,461,regional,,,,,,
2019-04-10,462,regional,,,,,,
2019-04-11,463,regional,,,,,,
2019-04-12,464,regional,,,,,,
2019-04-13,465,regional,,,,,,
2019-04-14,466,regional,,,,,,
2019-04-15,467,regional,,,,,,
2019-04-16,468,regional,,,,,,
2019-04-17,469,regional,,,,,,
2019-04-18,470,regional,,,,,,
2019-04-19,471,regional,,,,,,
2019-04-20,472,regional,,,,,,
2019-04-21,473,regional,,,,,,
2019-04-22,474,regional,,,,,,
2019-04-23,475,regional,,,,,,
2019-04-24,476,regional,,,,,,
2019-04-25,477,regional,,,,,,
2019-04-26,478,regional,,,,,,
2019-04-27,479,regional,,,,,,
2019-04-28,480,regional,,,,,,
2019-04-29,481,regional,,,,,,
2019-04-30,482,regional,,,,,,
2019-05-01,483,regional,,,,,,
2019-05-02,484,regional,,,,,,
2019-05-03,485,regional,,,,,,
2019-05-04,486,regional,,,,,,
2019-05-05,487,regional,,,,,,
2019-05-06,488,regional,,,,,,
2019-05-07,489,regional,,,,,,
2019-05-08,490,regional,,,,,,
2019-05-09,491,regional,,,,,,
2019-05-10,492,regional,,,,,,
2019-05-11,493,regional,,,,,,
2019-05-12,494,regional,,,,,,
2019-05-13,495,regional,0.0,0.0,0.0,2019.0,13.0,13.0
2019-05-14,496,regional,0.0,0.0,0.0,2019.0,14.0,7.5
2019-05-15,497,regional,0.0,0.0,0.0,2019.0,15.0,13.0
2019-05-16,498,regional,0.0,0.0,0.0,2019.0,16.0,12.0
2019-05-17,499,regional,2.0,1.0,1.0,2019.0,17.0,11.0
2019-05-18,500,regional,7.0,4.0,1.0,2019.0,18.0,10.0
2019-05-19,501,regional,1.0,1.0,1.0,2019.0,19.0,13.0
2019-05-20,502,regional,1.0,0.0,0.0,2019.0,20.0,10.0
2019-05-21,503,regional,1.0,1.0,1.0,2019.0,21.0,10.0
2019-05-22,504,regional,0.0,0.0,0.0,2019.0,22.0,12.0
2019-05-23,505,regional,4.0,2.5,1.0,2019.0,23.0,10.0
2019-05-24,506,regional,2.0,1.0,1.0,2019.0,24.0,13.0
2019-05-25,507,regional,13.0,9.0,1.0,2019.0,25.0,5.0
2019-05-26,508,regional,0.0,0.0,0.0,2019.0,26.0,16.0
2019-05-27,509,regional,0.0,0.0,0.0,2019.0,27.0,12.0
2019-05-28,510,regional,1.0,0.0,0.0,2019.0,28.0,10.0
2019-05-29,511,regional,0.0,0.0,0.0,2019.0,29.0,11.0
2019-05-30,512,regional,1.0,0.0,0.0,2019.0,30.0,13.0
2019-05-31,513,regional,2.0,2.0,1.0,2019.0,31.0,13.0
2019-06-01,514,regional,8.0,4.0,1.0,2019.0,1.0,9.0
2019-06-02,515,regional,0.0,0.0,0.0,2019.0,2.0,11.0
2019-06-03,516,regional,0.0,0.0,0.0,2019.0,3.0,12.0
2019-06-04,517,regional,1.0,1.0,1.0,2019.0,4.0,12.0
2019-06-05,518,regional,1.0,1.0,1.0,2019.0,5.0,11.0
2019-06-06,519,regional,1.0,1.0,1.0,2019.0,6.0,14.0
2019-06-07,520,regional,3.0,2.0,1.0,2019.0,7.0,10.0
2019-06-08,521,regional,6.0,3.0,1.0,2019.0,8.0,11.0
2019-06-09,522,regional,7.0,5.0,1.0,2019.0,9.0,10.5
2019-06-10,523,regional,0.0,0.0,0.0,2019.0,10.0,12.0
2019-06-11,524,regional,0.0,0.0,0.0,2019.0,11.0,11.0
2019-06-12,525,regional,0.0,0.0,0.0,2019.0,12.0,11.0
2019-06-13,526,regional,4.0,2.0,1.0,2019.0,13.0,17.0
2019-06-14,527,regional,8.0,5.0,1.0,2019.0,14.0,10.0
2019-06-15,528,regional,4.0,2.0,1.0,2019.0,15.0,15.0
2019-06-16,529,regional,4.0,2.0,1.0,2019.0,16.0,10.0
2019-06-17,530,regional,5.0,3.0,1.0,2019.0,17.0,10.0
2019-06-18,531,regional,4.0,2.0,1.0,2019.0,18.0,12.0
2019-06-19,532,regional,5.0,3.0,1.0,2019.0,19.0,11.0
2019-06-20,533,regional,5.0,3.0,1.0,2019.0,20.0,11.0
2019-06-21,534,regional,6.0,3.0,1.0,2019.0,21.0,11.0
2019-06-22,535,regional,5.0,3.0,1.0,2019.0,22.0,12.0
2019-06-23,536,regional,4.0,2.0,1.0,2019.0,23.0,13.0
2019-06-24,537,regional,4.0,2.0,1.0,2019.0,24.0,12.0
2019-06-25,538,regional,6.0,4.0,1.0,2019.0,25.0,11.0
2019-06-26,539,regional,6.0,3.0,1.0,2019.0,26.0,12.0
2019-06-27,540,regional,5.0,3.0,1.0,2019.0,27.0,12.0
2019-06-28,541,regional,6.0,4.0,1.0,2019.0,28.0,11.0
2019-06-29,542,regional,5.0,3.0,1.0,2019.0,29.0,11.0
2019-06-30,543,regional,3.0,2.0,1.0,2019.0,30.0,12.0
2019-07-01,544,regional,5.0,2.0,1.0,2019.0,1.0,15.0
2019-07-02,545,regional,8.0,5.0,1.0,2019.0,2.0,9.0
2019-07-03,546,regional,4.0,2.0,1.0,2019.0,3.0,15.0
2019-07-04,547,regional,7.0,4.0,1.0,2019.0,4.0,11.0
2019-07-05,548,regional,7.0,4.0,1.0,2019.0,5.0,11.0
2019-07-06,549,regional,5.0,3.0,1.0,2019.0,6.0,12.0
2019-07-07,550,regional,3.0,2.0,1.0,2019.0,7.0,11.0
2019-07-08,551,regional,6.0,3.0,1.0,2019.0,8.0,11.0
2019-07-09,552,regional,5.0,3.0,1.0,2019.0,9.0,12.0
2019-07-10,553,regional,5.0,3.0,1.0,2019.0,10.0,12.0
2019-07-11,554,regional,5.0,3.0,1.0,2019.0,11.0,11.0
2019-07-12,555,regional,5.0,3.0,1.0,2019.0,12.0,12.0
2019-07-13,556,regional,5.0,3.0,1.0,2019.0,13.0,11.0
2019-07-14,557,regional,3.0,2.0,1.0,2019.0,14.0,12.0
2019-07-15,558,regional,6.0,3.5,1.0,2019.0,15.0,8.0
2019-07-16,559,regional,4.0,2.0,1.0,2019.0,16.0,11.0
2019-07-17,560,regional,6.0,3.0,1.0,2019.0,17.0,13.0
2019-07-18,561,regional,6.0,3.0,1.0,2019.0,18.0,12.0
2019-07-19,562,regional,9.0,5.0,1.0,2019.0,19.0,8.0
2019-07-20,563,regional,8.0,5.0,1.0,2019.0,20.0,11.0
2019-07-21,564,regional,3.0,2.0,1.0,2019.0,21.0,14.0
2019-07-22,565,regional,5.0,3.0,1.0,2019.0,22.0,12.0
2019-07-23,566,regional,5.0,3.0,1.0,2019.0,23.0,11.0
2019-07-24,567,regional,5.0,3.0,1.0,2019.0,24.0,11.0
2019-07-25,568,regional,5.0,3.0,1.0,2019.0,25.0,12.0
2019-07-26,569,regional,5.0,3.0,1.0,2019.0,26.0,12.0
2019-07-27,570,regional,6.0,4.0,1.0,2019.0,27.0,11.0
2019-07-28,571,regional,4.0,2.0,1.0,2019.0,28.0,11.0
2019-07-29,572,regional,5.0,3.0,1.0,2019.0,29.0,11.0
2019-07-30,573,regional,8.0,5.0,1.0,2019.0,30.0,7.0
2019-07-31,574,regional,1.0,0.0,0.0,2019.0,31.0,12.0
2019-08-01,575,regional,1.0,1.0,1.0,2019.0,1.0,13.0
2019-08-02,576,regional,4.0,3.0,1.0,2019.0,2.0,8.0
2019-08-03,577,regional,4.0,2.0,1.0,2019.0,3.0,11.0
2019-08-04,578,regional,1.0,0.0,0.0,2019.0,4.0,14.0
2019-08-05,579,regional,4.0,3.0,1.0,2019.0,5.0,9.0
2019-08-06,580,regional,2.0,1.0,1.0,2019.0,6.0,9.0
2019-08-07,581,regional,1.0,0.0,0.0,2019.0,7.0,14.0
2019-08-08,582,regional,0.0,0.0,0.0,2019.0,8.0,10.0
2019-08-09,583,regional,1.0,0.0,0.0,2019.0,9.0,12.0
2019-08-10,584,regional,0.0,0.0,0.0,2019.0,10.0,11.0
2019-08-11,585,regional,1.0,0.0,0.0,2019.0,11.0,14.0
2019-08-12,586,regional,3.0,1.0,1.0,2019.0,12.0,7.0
2019-08-13,587,regional,7.0,2.0,1.0,2019.0,13.0,14.0
2019-08-14,588,regional,8.0,4.0,1.0,2019.0,14.0,8.0
2019-08-15,589,regional,2.0,0.0,0.0,2019.0,15.0,12.0
2019-08-16,590,regional,2.0,1.0,1.0,2019.0,16.0,11.0
2019-08-17,591,regional,5.0,2.0,1.0,2019.0,17.0,14.0
2019-08-18,592,regional,2.0,1.0,1.0,2019.0,18.0,10.0
2019-08-19,593,regional,0.0,0.0,0.0,2019.0,19.0,13.0
2019-08-20,594,regional,1.0,1.0,1.0,2019.0,20.0,11.0
2019-08-21,595,regional,0.0,0.0,0.0,2019.0,21.0,13.0
2019-08-22,596,regional,1.0,0.0,0.0,2019.0,22.0,16.0
2019-08-23,597,regional,9.0,8.0,1.0,2019.0,23.0,6.0
2019-08-24,598,regional,0.0,0.0,0.0,2019.0,24.0,20.0
2019-08-25,599,regional,1.0,1.0,1.0,2019.0,25.0,10.0
2019-08-26,600,regional,2.0,1.0,1.0,2019.0,26.0,14.0
2019-08-27,601,regional,6.0,4.0,1.0,2019.0,27.0,9.5
2019-08-28,602,regional,0.0,0.0,0.0,2019.0,28.0,9.0
2019-08-29,603,regional,2.0,1.0,1.0,2019.0,29.0,11.0
2019-08-30,604,regional,4.0,3.0,1.0,2019.0,30.0,6.0
2019-08-31,605,regional,4.0,2.0,1.0,2019.0,31.0,13.0
2019-09-01,606,regional,4.0,1.0,1.0,2019.0,1.0,9.0
2019-09-02,607,regional,4.0,2.0,1.0,2019.0,2.0,12.0
2019-09-03,608,regional,7.0,4.0,1.0,2019.0,3.0,7.0
2019-09-04,609,regional,3.0,2.0,1.0,2019.0,4.0,9.0
2019-09-05,610,regional,2.0,1.0,1.0,2019.0,5.0,13.0
2019-09-06,611,regional,5.0,1.0,1.0,2019.0,6.0,11.0
2019-09-07,612,regional,5.0,3.0,1.0,2019.0,7.0,8.0
2019-09-08,613,regional,4.0,1.0,1.0,2019.0,8.0,14.0
2019-09-09,614,regional,3.0,2.0,1.0,2019.0,9.0,7.5
2019-09-10,615,regional,5.0,2.0,1.0,2019.0,10.0,16.0
2019-09-11,616,regional,4.0,2.0,1.0,2019.0,11.0,14.0
2019-09-12,617,regional,5.0,2.0,1.0,2019.0,12.0,8.0
2019-09-13,618,regional,0.0,0.0,0.0,2019.0,13.0,14.0
2019-09-14,619,regional,4.0,3.0,1.0,2019.0,14.0,10.0
2019-09-15,620,regional,3.0,2.0,1.0,2019.0,15.0,16.0
2019-09-16,621,regional,5.0,1.0,1.0,2019.0,16.0,8.0
2019-09-17,622,regional,1.0,0.0,0.0,2019.0,17.0,12.0
2019-09-18,623,regional,1.0,0.0,0.0,2019.0,18.0,12.0
2019-09-19,624,regional,0.0,0.0,0.0,2019.0,19.0,12.0
2019-09-20,625,regional,0.0,0.0,0.0,2019.0,20.0,11.0
2019-09-21,626,regional,0.0,0.0,0.0,2019.0,21.0,11.5
2019-09-22,627,regional,16.5,21.0,1.0,2019.0,22.0,23.0
2019-09-23,628,regional,0.0,0.0,0.0,2019.0,23.0,8.5
2019-09-24,629,regional,0.0,0.0,0.0,2019.0,24.0,12.0
2019-09-25,630,regional,0.0,0.0,0.0,2019.0,25.0,11.0
2019-09-26,631,regional,2.0,1.0,1.0,2019.0,26.0,9.0
2019-09-27,632,regional,0.0,0.0,0.0,2019.0,27.0,11.0
2019-09-28,633,regional,0.0,0.0,0.0,2019.0,28.0,11.0
2019-09-29,634,regional,0.0,0.0,0.0,2019.0,29.0,12.0
2019-09-30,635,regional,0.0,0.0,0.0,2019.0,30.0,11.0
2019-10-01,636,regional,1.0,0.0,0.0,2019.0,1.0,13.0
2019-10-02,637,regional,1.0,0.5,0.5,2019.0,2.0,11.0
2019-10-03,638,regional,0.0,0.0,0.0,2019.0,3.0,15.0
2019-10-04,639,regional,0.0,0.0,0.0,2019.0,4.0,7.0
2019-10-05,640,regional,0.0,0.0,0.0,2019.0,5.0,13.0
2019-10-06,641,regional,0.0,0.0,0.0,2019.0,6.0,11.0
2019-10-07,642,regional,0.0,0.0,0.0,2019.0,7.0,12.0
2019-10-08,643,regional,0.0,0.0,0.0,2019.0,8.0,12.0
2019-10-09,644,regional,0.0,0.0,0.0,2019.0,9.0,11.0
2019-10-10,645,regional,0.0,0.0,0.0,2019.0,10.0,9.0
2019-10-11,646,regional,0.0,0.0,0.0,2019.0,11.0,12.0
2019-10-12,647,regional,0.0,0.0,0.0,2019.0,12.0,11.5
2019-10-13,648,regional,0.0,0.0,0.0,2019.0,13.0,11.0
2019-10-14,649,regional,0.0,0.0,0.0,2019.0,14.0,12.0
2019-10-15,650,regional,0.0,0.0,0.0,2019.0,15.0,12.0
2019-10-16,651,regional,0.0,0.0,0.0,2019.0,16.0,10.0
2019-10-17,652,regional,1.0,1.0,1.0,2019.0,17.0,11.0
2019-10-18,653,regional,1.0,1.0,1.0,2019.0,18.0,11.0
2019-10-19,654,regional,1.0,1.0,1.0,2019.0,19.0,13.0
2019-10-20,655,regional,3.0,2.0,1.0,2019.0,20.0,9.0
2019-10-21,656,regional,6.5,4.0,1.0,2019.0,21.0,12.0
2019-10-22,657,regional,6.0,2.0,1.0,2019.0,22.0,11.0
2019-10-23,658,regional,7.0,4.0,1.0,2019.0,23.0,13.0
2019-10-24,659,regional,5.0,2.0,1.0,2019.0,24.0,12.0
2019-10-25,660,regional,2.5,1.0,1.0,2019.0,25.0,12.0
2019-10-26,661,regional,3.0,2.0,1.0,2019.0,26.0,15.0
2019-10-27,662,regional,8.0,3.0,1.0,2019.0,27.0,11.0
2019-10-28,663,regional,0.0,0.0,0.0,2019.0,28.0,9.0
2019-10-29,664,regional,0.5,0.0,0.0,2019.0,29.0,12.0
2019-10-30,665,regional,9.0,5.0,1.0,2019.0,30.0,11.0
2019-10-31,666,regional,6.0,4.0,1.0,2019.0,31.0,12.0
2019-11-01,667,regional,0.0,0.0,0.0,2019.0,1.0,10.0
2019-11-02,668,regional,0.0,0.0,0.0,2019.0,2.0,9.0
2019-11-03,669,regional,6.0,2.0,1.0,2019.0,3.0,13.0
2019-11-04,670,regional,5.5,2.0,1.0,2019.0,4.0,12.0
2019-11-05,671,regional,3.0,2.0,1.0,2019.0,5.0,8.0
2019-11-06,672,regional,5.5,3.0,1.0,2019.0,6.0,9.0
2019-11-07,673,regional,0.0,0.0,0.0,2019.0,7.0,12.0
2019-11-08,674,regional,1.0,0.0,0.0,2019.0,8.0,13.0
2019-11-09,675,regional,2.0,1.0,1.0,2019.0,9.0,10.0
2019-11-10,676,regional,5.0,2.0,1.0,2019.0,10.0,11.0
2019-11-11,677,regional,8.0,3.0,1.0,2019.0,11.0,14.0
2019-11-12,678,regional,1.0,0.0,0.0,2019.0,12.0,12.0
2019-11-13,679,regional,1.0,0.0,0.0,2019.0,13.0,13.0
2019-11-14,680,regional,6.0,3.0,1.0,2019.0,14.0,10.0
2019-11-15,681,regional,12.0,7.0,0.0,2019.0,15.0,11.0
2019-11-16,682,regional,16.0,10.0,0.0,2019.0,16.0,12.0
2019-11-17,683,regional,8.0,5.0,0.0,2019.0,17.0,12.0
2019-11-18,684,regional,8.0,5.0,0.0,2019.0,18.0,12.0
2019-11-19,685,regional,8.0,5.0,0.0,2019.0,19.0,11.0
2019-11-20,686,regional,10.0,7.0,0.0,2019.0,20.0,11.0
2019-11-21,687,regional,6.0,4.0,0.0,2019.0,21.0,12.0
2019-11-22,688,regional,9.0,5.0,0.0,2019.0,22.0,12.0
2019-11-23,689,regional,12.0,7.0,0.0,2019.0,23.0,11.0
2019-11-24,690,regional,9.0,6.0,0.0,2019.0,24.0,12.0
2019-11-25,691,regional,8.0,4.0,0.0,2019.0,25.0,12.0
2019-11-26,692,regional,9.0,5.0,0.0,2019.0,26.0,12.0
2019-11-27,693,regional,9.0,6.0,0.0,2019.0,27.0,12.0
2019-11-28,694,regional,9.0,6.0,0.0,2019.0,28.0,11.0
2019-11-29,695,regional,10.0,6.0,0.0,2019.0,29.0,12.0
2019-11-30,696,regional,10.0,6.0,0.0,2019.0,30.0,12.0
2019-12-01,697,regional,8.0,4.0,0.0,2019.0,1.0,11.0
2019-12-02,698,regional,10.0,6.0,0.0,2019.0,2.0,12.0
2019-12-03,699,regional,14.0,9.0,0.0,2019.0,3.0,12.0
2019-12-04,700,regional,14.0,9.0,0.0,2019.0,4.0,12.0
2019-12-05,701,regional,15.0,10.0,0.0,2019.0,5.0,12.0
2019-12-06,702,regional,26.0,16.0,0.0,2019.0,6.0,12.0
2019-12-07,703,regional,21.0,12.0,1.0,2019.0,7.0,13.0
2019-12-08,704,regional,15.0,9.0,0.0,2019.0,8.0,12.0
2019-12-09,705,regional,12.0,7.0,0.0,2019.0,9.0,11.0
2019-12-10,706,regional,17.0,12.0,0.0,2019.0,10.0,11.0
2019-12-11,707,regional,17.0,10.5,0.0,2019.0,11.0,12.0
2019-12-12,708,regional,20.0,13.0,0.0,2019.0,12.0,12.0
2019-12-13,709,regional,19.0,13.0,0.0,2019.0,13.0,11.0
2019-12-14,710,regional,26.0,17.0,1.0,2019.0,14.0,12.0
2019-12-15,711,regional,13.0,9.0,0.0,2019.0,15.0,12.0
2019-12-16,712,regional,19.0,13.0,0.0,2019.0,16.0,11.0
2019-12-17,713,regional,10.0,6.0,0.0,2019.0,17.0,12.0
2019-12-18,714,regional,15.0,9.0,0.0,2019.0,18.0,12.0
2019-12-19,715,regional,13.0,8.0,0.0,2019.0,19.0,12.0
2019-12-20,716,regional,11.0,7.0,0.0,2019.0,20.0,12.0
2019-12-21,717,regional,16.0,9.5,0.0,2019.0,21.0,11.0
2019-12-22,718,regional,16.0,10.0,0.0,2019.0,22.0,12.0
2019-12-23,719,regional,12.0,7.0,0.0,2019.0,23.0,12.0
2019-12-24,720,regional,8.0,5.0,0.0,2019.0,24.0,11.0
2019-12-25,721,regional,10.0,6.0,0.0,2019.0,25.0,12.0
2019-12-26,722,regional,15.0,9.0,0.0,2019.0,26.0,12.0
2019-12-27,723,regional,16.0,10.0,0.0,2019.0,27.0,11.0
2019-12-28,724,regional,14.0,9.0,0.0,2019.0,28.0,12.0
2019-12-29,725,regional,14.0,9.0,0.0,2019.0,29.0,11.0
2019-12-30,726,regional,9.5,5.0,0.0,2019.0,30.0,12.0
2019-12-31,727,regional,21.0,12.0,0.0,2019.0,31.0,11.0
